,date,andhra pradesh,arunachal pradesh,assam,bihar,chandigarh,chhattisgarh,dd,delhi,dnh,dvc,essar steel,goa,gujarat,haryana,hp,j&k,jharkhand,karnataka,kerala,maharashtra,manipur,meghalaya,mizoram,mp,nagaland,odisha,pondy,punjab,rajasthan,sikkim,tamil nadu,telangana,tripura,up,uttarakhand,west bengal
285,2014-04-27,258.5,1.4,20.5,46.7,4.0,79.7,6.4,76.3,15.5,58.0,8.6,7.9,285.9,106.9,22.6,29.2,18.6,169.1,59.7,409.0,1.4,2.9,0.9,153.1,1.5,76.5,6.6,109.5,162.5,1.0,270.2,124.1,3.1,260.9,32.7,150.0
286,2014-04-28,255.7,1.4,21.7,46.6,4.0,78.6,6.5,84.4,15.7,60.2,8.5,8.6,297.0,110.7,23.7,25.8,19.4,181.8,63.7,423.3,1.4,2.8,0.9,155.6,1.5,74.6,7.2,115.9,166.8,1.1,279.1,131.7,2.0,261.3,34.0,145.9
287,2014-04-29,260.6,1.4,19.5,48.4,4.7,78.0,6.3,87.3,15.6,57.7,9.0,9.4,305.0,114.5,24.3,27.9,20.7,179.9,66.2,424.0,1.4,2.9,0.9,154.0,1.4,74.8,7.3,119.2,167.7,1.1,279.5,134.0,2.2,268.0,34.1,147.9
288,2014-04-30,260.9,1.4,19.6,49.1,4.9,77.2,4.3,90.7,13.1,58.7,8.3,9.3,279.1,118.1,24.2,29.9,22.2,176.9,61.4,418.4,1.3,3.0,0.9,155.2,1.3,74.7,7.2,114.8,171.5,1.6,276.1,131.9,2.6,269.6,34.5,150.5
289,2014-05-01,256.3,1.4,20.8,43.0,5.1,74.2,4.4,93.0,14.2,59.6,9.9,8.2,288.6,122.0,23.5,29.7,21.6,162.3,54.2,382.9,1.4,3.2,1.1,152.0,1.4,73.6,6.4,118.6,176.2,0.8,273.3,123.9,3.0,273.5,33.9,141.6
290,2014-05-02,256.0,1.7,19.8,40.7,5.2,73.7,5.7,96.2,15.3,56.0,11.1,8.9,288.6,117.7,24.9,33.1,19.5,162.4,60.6,385.3,1.4,2.9,0.9,150.4,1.4,73.4,7.0,115.7,170.9,0.9,273.1,127.9,2.8,264.8,32.7,124.7
291,2014-05-03,254.4,1.4,19.8,42.8,5.0,73.4,6.3,91.9,15.6,52.7,12.6,9.6,289.9,116.3,25.3,30.4,16.3,162.7,61.4,405.1,1.4,3.0,0.9,149.1,1.3,71.2,7.2,115.4,171.3,0.6,274.5,121.6,2.2,259.2,30.8,105.1
292,2014-05-04,246.5,1.5,19.3,43.2,4.1,76.0,6.2,86.8,13.9,52.7,12.1,8.1,280.4,116.1,23.3,28.5,17.1,154.0,57.5,390.0,1.4,3.1,1.1,142.1,1.1,65.9,6.2,112.1,163.0,0.8,276.7,124.4,2.4,272.3,33.7,102.1
293,2014-05-05,245.9,1.4,19.0,43.1,4.5,73.2,6.3,92.5,15.6,50.3,12.7,8.9,290.7,113.3,23.7,24.8,19.8,170.2,59.1,412.6,1.4,3.4,1.1,139.8,1.2,61.3,6.1,119.0,166.5,0.8,265.0,119.0,2.2,254.9,33.6,114.3
294,2014-05-06,253.1,1.6,21.9,42.6,4.8,71.7,6.3,91.9,15.7,52.9,12.3,9.1,289.1,120.2,23.6,27.6,19.4,170.4,60.8,418.6,1.4,3.3,1.1,143.6,1.6,69.6,5.9,122.4,174.4,1.3,257.6,122.3,2.5,278.1,34.8,130.2
295,2014-05-07,238.2,1.5,20.1,42.9,5.0,73.4,6.2,94.9,15.3,55.7,11.2,8.9,286.4,126.0,20.9,30.6,20.2,169.3,56.5,410.9,1.4,3.1,0.9,149.0,1.3,72.5,5.7,126.7,179.1,1.2,227.4,125.8,2.9,288.9,29.3,129.0
296,2014-05-08,242.2,1.4,20.5,43.3,5.0,71.6,6.3,94.2,15.6,57.5,11.6,7.8,290.8,110.4,23.8,28.6,20.8,142.4,50.9,406.0,1.4,3.9,0.9,150.7,1.5,72.4,5.7,118.6,171.1,0.9,225.2,128.6,2.2,264.2,31.2,134.5
297,2014-05-09,220.5,1.5,22.9,41.4,5.1,69.7,6.4,91.3,15.5,57.3,9.1,7.7,290.3,109.9,27.2,30.8,19.9,134.0,56.7,400.0,1.5,3.8,1.0,150.5,1.5,70.1,6.3,120.2,176.0,0.6,237.9,126.4,2.9,266.1,33.5,141.9
298,2014-05-10,218.8,1.6,24.0,42.3,4.8,69.0,6.3,87.7,15.5,56.3,11.2,9.1,280.7,112.4,25.2,29.2,20.5,145.5,60.1,402.8,1.5,4.4,1.1,147.1,1.6,66.8,6.6,118.1,169.2,0.4,253.9,121.0,2.6,270.1,35.5,135.6
299,2014-05-11,233.3,1.6,24.8,44.4,4.2,70.2,6.2,80.0,15.3,56.9,12.6,9.1,263.7,110.6,23.1,31.8,19.9,145.0,58.1,391.3,1.5,4.4,1.1,142.4,1.6,67.1,6.2,110.4,162.3,0.5,245.3,126.3,2.7,272.5,32.6,127.7
300,2014-05-12,243.1,1.5,22.7,47.4,4.5,70.5,5.6,87.2,15.4,57.6,10.8,9.1,276.6,114.8,22.1,31.2,18.5,162.0,61.4,410.2,1.5,3.7,1.0,145.5,1.5,78.3,6.5,104.9,154.9,0.5,256.6,126.5,2.5,276.6,31.5,132.0
301,2014-05-13,250.4,1.6,22.5,48.4,4.2,70.0,5.5,80.6,15.5,56.5,9.8,9.4,271.9,101.5,22.6,22.9,19.5,170.0,63.3,411.8,1.5,4.2,1.1,147.1,1.6,72.8,7.1,85.9,144.4,0.6,270.1,121.8,2.8,248.6,29.7,146.4
302,2014-05-14,251.8,1.6,23.2,48.4,4.0,69.0,6.2,75.5,15.3,54.7,10.5,8.8,269.5,99.4,22.9,28.1,19.0,175.4,64.1,407.9,1.5,4.0,1.1,142.4,1.6,59.7,6.9,82.5,120.9,0.8,276.7,125.9,2.7,239.5,33.0,138.2
303,2014-05-15,251.9,1.7,21.3,45.9,4.2,69.4,5.7,81.2,15.2,56.3,11.0,9.6,275.5,109.8,23.5,29.9,18.4,182.1,65.5,412.4,1.5,3.7,1.0,142.4,1.5,64.6,5.7,103.8,149.1,1.0,274.6,123.5,2.9,250.6,33.4,144.5
305,2014-05-17,248.7,1.5,22.2,48.0,4.4,69.3,4.2,85.5,15.3,54.5,9.6,8.7,271.7,111.6,24.5,32.2,20.0,178.5,63.7,402.3,1.5,3.9,1.2,146.8,1.6,78.6,7.0,115.9,160.2,1.1,283.7,114.6,2.8,252.5,34.5,146.9
306,2014-05-18,246.9,1.5,22.2,45.7,4.2,68.4,6.2,82.0,14.8,53.2,6.0,8.8,265.1,113.3,23.2,29.8,20.4,165.4,60.8,391.8,1.5,4.2,1.0,146.7,1.5,79.4,5.9,107.5,163.0,1.2,263.6,123.1,2.9,248.7,31.5,145.0
307,2014-05-19,244.5,1.4,23.9,47.9,4.9,69.8,5.8,89.2,15.2,54.5,6.3,7.4,274.8,112.0,24.7,31.1,19.4,171.2,65.8,407.8,1.5,3.7,1.0,146.4,1.5,80.6,5.4,110.3,172.8,1.3,263.2,127.0,3.3,245.5,34.0,152.3
308,2014-05-20,237.1,1.2,25.4,46.1,5.1,70.3,5.7,91.8,15.2,55.7,9.8,7.3,280.0,125.5,24.9,30.0,19.5,157.6,64.4,413.3,1.5,4.0,1.0,146.1,1.6,78.9,6.7,118.3,176.3,1.0,273.7,131.4,3.6,254.9,36.4,149.7
309,2014-05-21,246.6,1.5,26.3,46.6,5.1,68.4,6.3,94.4,15.1,55.4,10.7,8.7,279.6,135.7,25.0,27.3,19.7,154.3,63.7,412.5,1.5,3.7,1.1,146.5,1.6,82.3,7.0,120.3,179.5,1.1,282.5,131.2,3.4,260.0,35.8,153.7
310,2014-05-22,249.7,1.5,23.5,46.9,5.3,68.7,5.9,97.2,15.5,60.5,11.4,8.6,284.4,140.7,25.0,27.5,19.6,157.2,63.7,409.9,1.5,3.5,1.1,150.8,1.6,79.3,7.1,132.9,180.7,0.9,281.0,133.3,3.6,259.2,36.0,147.7
312,2014-05-24,249.8,1.4,19.2,48.7,5.4,69.4,6.2,93.0,15.4,58.3,8.2,8.2,280.1,122.3,24.9,30.7,20.8,172.4,64.1,394.8,1.5,4.0,1.0,149.2,1.5,80.1,7.1,128.4,168.5,1.0,266.4,125.8,3.5,262.5,32.5,148.9
314,2014-05-26,182.5,1.1,19.9,36.7,5.3,59.4,5.8,90.1,15.3,55.1,9.5,8.2,283.1,119.9,25.1,32.9,19.6,173.0,65.0,406.4,1.5,3.3,0.9,150.6,1.5,64.0,6.4,129.6,173.8,1.8,268.3,134.0,3.0,245.3,33.5,128.4
315,2014-05-27,227.4,1.2,21.9,30.6,5.4,60.5,5.9,95.7,15.5,54.0,7.4,8.5,283.1,127.6,25.2,31.5,18.1,166.4,66.0,402.1,1.5,3.2,0.9,155.7,1.3,68.0,6.5,144.4,184.7,1.6,258.2,134.3,3.6,261.5,35.1,119.1
316,2014-05-28,239.5,1.4,21.9,34.7,5.4,65.1,6.4,99.9,15.4,54.5,9.6,9.3,285.3,137.2,25.7,30.7,18.7,159.6,62.2,400.9,1.5,2.8,0.9,153.5,1.3,67.8,7.3,147.7,186.3,1.0,248.9,135.2,3.5,265.2,34.5,115.6
319,2014-05-31,247.6,1.4,20.6,37.5,5.6,66.9,6.4,90.2,15.4,54.4,9.4,11.0,287.5,115.1,25.7,28.8,17.3,158.6,65.2,403.5,1.4,4.2,1.0,150.1,1.4,82.2,7.4,146.9,188.5,1.3,274.7,125.8,3.3,249.6,35.5,122.0
320,2014-06-01,248.3,1.5,19.9,44.4,5.3,66.9,6.4,87.6,15.4,56.9,9.4,11.0,287.5,97.7,22.3,25.8,20.1,148.9,59.7,403.5,1.4,3.7,1.1,150.1,1.3,75.9,6.7,144.5,169.7,1.4,267.7,123.3,3.1,261.0,29.4,115.0
321,2014-06-02,106.9,1.7,21.7,45.5,5.6,67.8,4.9,97.0,14.7,49.1,9.1,9.4,287.3,114.7,23.2,31.7,20.7,153.8,61.5,389.3,1.5,3.8,1.0,150.6,1.4,77.1,7.0,139.9,169.9,1.2,270.9,143.7,2.8,269.5,33.9,127.4
323,2014-06-04,122.7,1.6,22.1,44.5,6.1,75.6,5.8,104.1,14.8,56.6,9.2,9.3,289.5,138.5,24.8,28.3,20.8,149.2,61.0,398.7,1.5,4.2,1.0,149.3,1.5,75.4,6.9,149.6,188.0,1.4,276.4,117.4,3.2,271.4,35.5,144.5
324,2014-06-05,120.0,1.6,23.5,42.7,6.2,67.7,5.9,107.7,15.0,56.3,9.3,8.9,294.1,136.3,24.4,30.7,22.2,151.4,60.3,389.4,1.5,3.8,1.0,154.2,1.5,75.5,6.8,165.8,191.3,1.2,277.5,125.3,3.0,278.2,35.5,144.4
325,2014-06-06,125.8,1.7,23.7,48.8,6.3,69.2,5.9,109.1,14.9,59.9,9.5,9.6,296.5,144.6,24.2,31.0,22.6,145.0,59.7,395.5,1.5,4.0,1.0,154.6,1.4,79.8,7.1,168.6,198.4,1.1,278.3,128.0,2.9,256.5,36.1,145.6
326,2014-06-07,129.1,1.6,22.7,46.6,6.2,73.1,5.9,107.3,14.9,57.8,9.7,9.8,294.2,149.7,24.3,30.8,22.1,143.8,57.5,393.7,1.5,4.3,1.0,156.5,1.4,77.0,7.0,166.5,202.8,1.3,276.7,126.1,3.3,288.1,36.2,144.8
327,2014-06-08,130.8,1.6,24.1,46.1,5.6,68.7,5.6,103.1,15.4,56.5,9.8,8.5,282.0,144.8,22.4,29.5,21.3,136.4,52.4,398.8,1.5,4.1,1.1,154.7,1.4,76.6,6.6,167.3,199.6,1.5,265.3,124.8,3.1,289.1,36.3,132.3
328,2014-06-09,119.9,1.7,21.6,46.1,6.4,70.3,6.0,111.5,15.5,57.1,10.2,9.2,288.8,148.0,24.2,27.9,20.0,149.4,55.7,407.9,1.5,4.3,1.1,153.5,1.4,76.4,6.7,171.0,201.1,1.5,256.8,124.3,3.0,280.4,36.7,137.5
329,2014-06-10,114.5,1.7,22.3,39.5,6.4,68.9,6.1,111.1,15.3,58.0,10.0,9.5,293.8,148.6,25.0,26.8,17.4,156.0,55.6,396.4,1.5,4.0,1.1,154.0,1.4,80.2,6.7,187.8,202.1,1.6,272.3,118.7,2.9,284.3,34.1,141.2
330,2014-06-11,123.1,1.5,23.3,43.5,6.4,63.6,6.0,113.4,14.6,54.9,8.7,8.9,285.3,150.3,24.5,24.8,19.4,163.0,54.6,408.1,1.5,4.4,1.1,145.2,1.5,79.8,6.7,193.5,197.5,1.3,280.9,121.6,2.7,282.3,36.2,147.5
331,2014-06-12,125.0,1.6,23.6,44.1,6.2,69.7,6.1,107.2,15.3,61.9,10.5,8.9,285.4,129.2,25.5,28.4,20.1,164.4,55.3,397.4,1.5,3.9,1.1,126.8,1.5,79.2,6.5,185.9,181.7,1.1,283.9,120.8,3.1,255.0,36.5,148.2
332,2014-06-13,118.1,1.6,23.3,45.5,5.7,68.0,6.3,96.4,15.3,60.0,6.4,8.9,286.4,106.5,26.6,29.4,20.1,159.2,55.1,400.1,1.5,4.6,1.1,138.1,1.5,75.6,6.4,189.9,177.1,1.2,287.2,121.6,2.8,241.6,36.4,145.1
333,2014-06-14,127.8,1.7,23.9,47.5,5.3,64.2,5.9,92.4,14.1,51.8,10.6,8.6,279.1,126.3,26.0,28.8,20.9,156.6,56.8,393.8,1.5,4.5,1.1,138.6,1.6,74.0,6.7,199.2,188.7,1.5,289.5,120.3,3.0,236.1,37.4,143.7
335,2014-06-16,122.1,1.6,24.1,47.7,6.4,62.6,6.1,107.2,14.6,58.3,9.7,8.6,259.9,143.4,24.7,24.7,21.1,160.6,58.1,400.3,1.5,4.0,1.1,142.2,1.6,76.5,7.0,227.6,197.5,1.4,291.3,116.0,3.0,271.7,35.4,137.8
336,2014-06-17,122.9,1.5,23.7,47.7,6.8,59.3,6.2,114.4,15.1,57.9,9.4,8.6,263.6,153.7,25.4,27.3,20.6,164.0,58.0,404.3,1.5,3.6,1.0,141.7,1.5,75.7,7.1,219.3,201.0,1.3,297.6,122.4,3.3,263.6,38.5,143.3
338,2014-06-19,130.3,1.7,21.9,45.0,6.5,56.4,6.2,113.2,13.7,57.7,9.9,8.4,278.4,165.7,23.3,26.6,18.7,161.2,53.0,397.8,1.5,4.3,1.1,136.3,1.7,70.1,7.3,219.1,195.0,1.2,294.8,121.1,3.3,267.0,35.5,138.7
339,2014-06-20,132.4,1.6,22.6,43.9,6.7,56.2,6.4,116.7,15.4,55.5,10.2,8.2,279.9,164.6,24.4,28.5,18.0,164.3,55.0,385.4,1.6,4.3,1.1,135.4,1.6,68.6,7.1,223.9,194.9,1.2,294.9,119.0,3.2,269.9,38.4,128.6
340,2014-06-21,134.6,1.5,23.3,42.1,6.5,55.4,6.4,112.6,15.5,57.6,10.6,8.1,278.9,165.5,25.2,27.3,17.5,166.8,55.3,394.8,1.5,3.5,1.0,131.1,1.5,70.2,7.1,201.4,196.8,1.3,286.1,123.3,2.6,270.5,37.7,117.5
341,2014-06-22,132.3,1.4,19.8,45.0,6.7,62.9,6.4,108.6,15.4,58.2,7.9,7.5,266.4,161.2,24.2,26.1,18.3,153.6,52.1,384.4,1.4,4.2,1.1,130.3,1.6,75.8,6.8,200.0,183.7,1.1,274.9,117.9,2.8,258.0,33.4,113.8
342,2014-06-23,128.4,1.2,21.6,42.4,5.6,61.0,6.5,107.7,15.5,62.6,7.9,8.5,279.5,159.5,25.2,28.0,18.7,165.2,57.6,401.2,1.4,3.8,1.1,135.6,1.5,77.5,7.0,199.4,181.4,1.1,286.0,120.4,2.6,264.2,36.6,134.3
343,2014-06-24,132.0,1.5,21.2,42.4,5.9,69.8,6.4,107.3,13.3,56.1,8.8,8.9,282.9,164.0,25.6,28.9,19.8,168.7,58.4,411.3,1.5,4.4,1.1,140.7,1.4,73.6,7.0,206.1,171.4,1.3,292.8,120.2,2.9,267.2,36.6,139.9
344,2014-06-25,134.1,1.6,20.7,46.1,6.0,70.0,6.5,105.3,12.7,58.6,10.2,8.6,290.3,156.7,25.0,27.8,19.9,171.7,59.4,413.3,1.5,4.5,1.1,141.7,1.7,71.6,7.3,202.5,181.6,1.3,292.8,119.3,3.6,270.8,37.7,136.2
345,2014-06-26,126.0,1.6,22.7,45.3,5.9,66.1,6.6,109.1,10.3,55.1,10.2,9.2,292.0,158.0,25.6,27.4,18.6,176.1,60.8,409.2,1.6,4.4,1.0,140.8,1.6,73.5,7.6,191.1,184.9,1.3,288.5,121.6,3.5,276.7,38.5,136.2
346,2014-06-27,128.2,1.7,24.1,41.0,6.1,62.6,6.6,110.9,11.1,55.7,10.0,9.2,293.0,169.8,25.7,26.8,19.2,180.3,63.3,393.0,1.5,3.9,1.1,144.0,1.6,69.5,7.3,201.6,186.3,1.2,287.6,115.3,3.5,266.6,38.1,137.0
347,2014-06-28,125.3,1.7,25.1,43.4,6.1,61.3,6.0,109.6,11.0,52.7,9.6,8.6,293.0,171.2,25.6,27.3,17.6,173.3,64.0,403.1,1.5,3.7,1.2,145.9,1.6,73.6,7.3,212.0,188.0,1.4,278.7,116.0,3.0,273.6,37.9,137.3
348,2014-06-29,129.5,1.5,24.4,48.4,5.2,68.1,6.0,104.7,10.6,57.2,9.2,7.9,280.7,162.7,23.3,27.5,18.7,169.4,59.0,406.8,1.5,4.8,1.2,142.4,1.6,70.9,6.2,197.5,191.6,1.1,272.3,115.4,3.0,270.2,34.9,124.6
349,2014-06-30,128.3,1.5,24.2,43.8,6.2,67.6,6.2,110.1,13.8,57.0,6.6,8.6,290.6,166.4,24.3,26.2,17.7,175.2,60.1,429.9,1.6,4.4,1.0,147.8,1.6,71.1,5.3,213.0,195.1,1.2,267.8,118.9,3.1,259.0,36.8,123.0
350,2014-07-01,131.1,1.5,25.5,43.1,5.6,71.4,6.2,110.5,15.3,56.3,8.5,8.3,292.6,166.3,22.6,24.9,16.3,176.9,59.1,426.5,1.6,4.4,1.1,151.1,1.7,70.1,6.7,193.2,198.2,1.3,273.4,121.6,3.4,256.4,32.1,117.3
351,2014-07-02,138.6,1.7,26.8,45.4,5.3,73.6,4.4,101.3,15.6,56.0,8.8,8.5,289.0,158.0,23.5,26.8,20.0,180.6,58.8,433.2,1.5,4.0,1.1,153.2,1.7,66.4,7.2,188.0,199.7,1.2,277.3,122.4,3.3,265.7,34.6,127.3
352,2014-07-03,130.4,1.6,24.3,44.4,5.7,72.5,6.0,99.2,15.2,53.4,8.7,8.8,290.5,155.8,24.5,27.4,18.6,177.0,61.0,396.3,1.5,4.0,1.1,149.9,1.6,68.4,6.7,194.7,182.8,1.3,284.2,125.6,3.0,266.1,37.0,131.1
353,2014-07-04,128.1,1.5,23.6,40.6,5.8,73.6,6.4,103.2,15.5,54.3,10.1,8.2,295.4,162.1,25.1,27.1,16.0,175.4,61.6,396.3,1.6,4.3,1.1,149.6,1.6,69.3,6.9,202.4,183.1,1.3,285.1,121.0,3.0,259.5,37.3,130.5
354,2014-07-05,122.7,1.7,21.6,38.0,5.8,70.6,6.1,106.1,15.5,49.5,9.7,7.9,298.5,167.0,25.8,27.0,17.8,161.1,59.5,406.1,1.6,4.1,1.0,141.9,1.7,74.9,6.9,212.0,187.8,1.0,286.4,116.8,3.4,253.8,36.9,129.9
355,2014-07-06,124.3,1.6,21.8,40.2,5.6,72.0,6.4,97.1,15.4,54.7,3.2,6.9,290.5,159.5,23.9,30.4,18.9,150.2,53.4,395.8,1.6,4.1,1.2,134.4,1.7,73.1,7.2,229.4,187.9,1.0,267.1,122.9,3.5,240.1,33.3,132.0
356,2014-07-07,126.6,1.7,22.2,37.6,6.4,74.8,6.4,107.9,15.3,55.7,7.4,7.2,301.2,167.8,25.8,33.0,19.4,155.6,58.1,390.0,1.5,3.8,1.0,139.1,1.5,69.2,6.8,218.5,191.7,1.3,273.1,122.0,3.4,244.0,35.8,133.8
357,2014-07-08,124.9,1.6,25.1,45.1,6.5,74.3,6.3,110.5,15.7,60.6,5.9,7.7,297.1,175.6,26.5,33.4,19.4,156.3,59.2,393.2,1.6,3.5,1.2,138.8,1.7,68.0,6.8,219.9,198.7,1.3,277.3,114.9,3.1,255.5,36.1,144.2
358,2014-07-09,125.2,1.6,26.4,47.5,6.7,71.9,6.2,114.4,15.8,58.0,4.6,7.5,292.6,182.0,25.9,32.1,20.4,156.6,59.2,377.7,1.6,4.0,1.2,142.4,1.6,66.6,6.7,216.7,207.4,1.0,273.3,115.7,2.3,262.4,36.4,134.5
359,2014-07-10,124.8,1.7,26.7,47.7,6.9,69.2,6.1,119.3,15.8,57.8,6.2,7.7,293.0,182.8,26.1,31.3,21.3,147.0,56.6,371.9,1.6,4.1,1.1,144.6,1.6,71.6,6.7,206.2,201.4,1.3,262.2,119.5,3.1,259.2,37.9,142.9
360,2014-07-11,119.3,1.6,25.7,45.4,6.9,62.3,6.1,121.6,15.4,57.1,4.5,7.1,286.9,185.4,26.6,34.3,21.5,143.0,56.7,360.2,1.6,3.8,1.1,144.2,1.6,67.8,6.5,208.9,202.0,1.4,261.0,120.4,3.0,272.3,37.5,142.9
361,2014-07-12,118.7,1.6,24.8,46.8,6.6,67.5,5.9,115.4,14.9,57.6,7.2,7.3,275.6,189.8,25.3,33.0,20.8,143.8,53.8,355.1,1.6,4.0,1.1,136.2,1.6,71.8,6.5,213.4,203.0,1.3,265.4,120.6,3.1,250.1,35.2,146.0
362,2014-07-13,121.7,1.6,24.6,47.9,6.0,68.3,6.0,111.0,15.2,57.9,3.8,6.6,263.9,180.4,23.2,29.1,19.7,136.4,48.0,362.0,1.6,4.2,1.1,133.8,1.7,73.8,6.4,212.6,192.1,1.0,246.6,122.9,3.1,259.7,33.4,140.4
363,2014-07-14,125.2,1.7,24.7,48.6,6.6,66.2,6.1,117.8,15.2,56.4,6.7,7.4,271.4,181.5,24.1,33.8,20.0,147.4,52.8,373.1,1.6,4.3,1.1,128.2,1.6,75.0,6.5,207.3,184.9,1.3,262.8,120.2,3.3,258.5,35.9,145.6
364,2014-07-15,128.8,1.6,24.8,46.2,6.9,65.4,6.2,121.4,15.2,58.4,3.1,7.5,267.7,186.8,25.8,31.9,19.5,147.0,53.7,360.5,1.6,4.0,1.1,124.4,1.7,74.2,6.8,211.2,181.0,1.2,271.1,118.6,3.0,260.2,33.7,147.2
366,2014-07-17,134.6,1.6,25.4,45.9,5.8,69.8,6.0,111.9,15.0,56.8,0.6,7.4,233.6,175.8,18.7,27.1,20.6,151.5,56.1,349.8,1.6,4.4,1.2,127.4,1.6,72.4,6.6,198.6,164.7,1.3,283.1,124.7,3.0,269.4,34.2,145.7
367,2014-07-18,135.4,1.6,24.7,45.8,5.5,73.1,6.3,100.2,14.7,56.6,1.0,7.7,224.5,149.2,19.3,32.3,21.5,155.0,57.3,354.9,1.6,4.1,1.2,126.9,1.6,71.0,6.5,190.5,155.0,1.3,290.7,123.4,3.2,232.1,30.0,143.4
368,2014-07-19,132.6,1.6,24.6,48.8,4.8,68.0,5.9,97.9,14.3,58.3,2.8,7.6,218.4,158.3,24.6,33.1,20.8,150.4,56.0,351.8,1.6,3.6,1.2,122.3,1.6,65.5,6.5,205.8,154.7,1.0,278.3,123.7,3.0,240.3,28.0,143.1
369,2014-07-20,132.4,1.6,24.6,49.8,4.5,67.8,6.2,97.3,14.3,56.7,4.3,6.7,218.6,159.1,23.2,28.6,19.5,143.2,51.0,339.6,1.6,4.3,1.1,116.8,1.6,69.9,6.3,205.9,154.6,1.1,266.9,125.8,2.5,244.2,30.2,139.9
370,2014-07-21,132.4,1.6,24.6,49.8,4.5,67.8,6.2,97.3,14.3,56.7,4.3,6.7,218.6,159.1,23.2,28.6,19.5,143.2,51.0,339.6,1.6,4.3,1.1,116.8,1.6,69.9,6.3,205.9,154.6,1.1,266.9,125.8,2.5,244.2,30.2,139.9
371,2014-07-22,132.9,1.7,23.2,43.7,5.7,57.3,6.1,107.2,14.7,56.5,5.0,7.4,238.8,170.4,24.8,29.3,17.1,156.5,54.4,352.4,1.6,4.0,1.0,120.5,1.6,62.3,6.8,216.0,164.6,1.3,278.2,121.3,2.9,250.3,33.4,139.0
373,2014-07-24,132.4,1.6,25.4,46.3,5.9,49.4,6.1,107.4,14.8,58.1,7.5,7.7,238.8,177.2,24.0,32.5,20.1,150.6,53.4,322.7,1.6,4.6,1.2,107.5,1.6,71.1,6.5,198.2,178.2,1.3,281.9,123.6,3.1,246.6,33.8,142.9
374,2014-07-25,135.6,1.6,25.6,45.8,5.4,58.6,6.2,102.8,14.9,58.0,8.1,8.0,206.4,178.1,25.2,26.8,20.1,151.6,55.8,333.4,1.6,4.7,1.1,113.6,1.6,72.9,6.6,196.7,179.3,1.4,286.2,127.2,2.9,253.4,34.3,144.1
375,2014-07-26,136.1,1.6,21.2,46.0,5.4,61.0,6.2,100.3,15.4,60.5,8.8,9.3,211.1,174.7,24.6,28.9,20.8,155.0,55.7,343.8,1.6,4.0,0.9,115.4,1.5,72.3,7.0,201.2,175.8,1.2,285.4,125.9,2.7,262.5,34.4,141.5
376,2014-07-27,136.8,1.6,25.1,48.0,5.4,61.6,6.2,103.8,14.8,59.7,2.6,9.1,214.2,177.3,23.2,30.9,21.2,152.3,55.6,350.4,1.6,4.2,1.1,120.2,1.5,70.1,7.0,209.8,172.8,1.1,279.3,130.9,2.3,266.0,33.3,140.4
377,2014-07-28,131.8,1.7,24.7,47.3,5.2,61.9,6.1,99.7,15.2,58.8,11.0,8.7,211.0,174.2,22.3,30.9,21.0,144.2,52.7,340.1,1.6,4.6,1.1,121.5,1.6,68.6,6.3,213.6,170.9,1.2,262.8,127.0,2.3,256.4,32.8,136.7
378,2014-07-29,127.6,1.8,24.8,50.9,5.7,60.8,6.1,105.0,14.7,58.6,10.3,9.0,222.6,166.8,24.1,27.4,20.4,152.0,55.0,340.2,1.6,4.3,1.1,125.6,1.6,68.7,6.3,204.5,158.0,1.1,274.8,122.1,2.3,260.5,33.6,142.5
380,2014-07-31,130.5,1.7,24.4,51.0,6.0,59.7,5.6,103.5,13.9,60.4,11.0,7.9,205.7,167.8,25.5,29.2,19.6,157.1,56.8,329.1,1.6,4.3,1.0,131.2,1.6,72.8,6.5,205.5,154.4,1.1,278.0,118.5,2.5,269.1,34.3,145.1
381,2014-08-01,135.2,1.6,25.8,51.1,6.1,61.1,5.7,108.0,13.6,59.5,11.0,7.6,210.1,172.2,26.4,31.2,18.9,148.6,55.9,333.2,1.6,4.2,0.8,133.7,1.7,71.8,6.6,216.4,163.4,1.1,283.0,124.2,2.8,268.4,32.4,142.8
382,2014-08-02,133.8,1.7,25.9,50.0,6.2,62.3,5.7,109.5,12.5,59.4,11.0,7.0,214.2,170.8,26.2,30.1,19.6,153.0,53.0,331.3,1.6,4.3,1.0,132.2,1.7,71.2,6.6,211.4,158.7,1.1,283.0,121.9,2.8,257.8,29.5,141.5
383,2014-08-03,141.4,1.7,26.0,48.0,6.2,63.1,5.8,108.4,14.0,60.1,9.3,7.8,216.1,173.6,25.1,32.1,19.1,150.8,53.2,336.0,1.6,4.4,1.2,129.9,1.5,72.0,6.5,212.9,159.4,1.5,271.2,118.4,2.9,253.4,34.2,151.8
384,2014-08-04,137.9,1.6,24.9,50.8,5.7,59.8,6.0,98.2,14.4,59.3,11.2,7.2,208.3,168.3,23.8,31.9,19.6,143.4,50.4,332.2,1.7,4.4,0.9,129.9,1.7,65.8,6.3,217.2,156.9,1.1,246.0,122.2,2.8,253.5,33.2,136.4
385,2014-08-05,138.6,1.8,25.3,47.8,6.0,60.2,6.0,104.7,15.0,57.3,10.4,7.5,219.6,168.6,25.5,31.0,17.3,153.4,54.2,345.3,1.7,4.1,1.0,122.4,1.7,64.4,6.7,208.5,156.2,1.0,261.6,129.3,2.5,258.1,34.4,132.0
